식별자,뉴스제목,뉴스본문,Label
2_00183,"""키가 너무 커서"" 179.5cm 모델 송경아가 사람들 시선에 말을 했다.","모델 송경아(37)씨 일상을 담은 영상이 SNS에서 재차 관심을 모으고 있다. 

송경아 씨는 지난 23일 방송된 MBC '휴먼다큐 사람이 좋다'에서 어디서든 주목 받는 자신의 키에 대해 언급했다. 송경아 씨 키는 179.5cm다.

방송에는 송경아 씨가 지하철을 이용하는 모습이 담겼다. 차가 없는 송경아 씨는 평소 걸어다니는 걸 좋아하고 지하철을 애용한다고 했다.

송경아 씨가 지하철에 타자 사람들 시선이 쏠렸다. 송경아 씨는 ""키가 너무 커서 항상 다닐 때마다 사람들이 쳐다보고 수군대고 그래서... 그렇게 개의치 않는다""라며 웃었다. 

송경아 씨는 지난 6월 MBC '라디오스타'에서도 큰 키에 대해 말했었다. 그는 ""남편이 176cm, 나는 179.5cm다. 어차피 남편이 키가 작아서 힐을 아무렇지 않게 신었다""면서 ""어느 날 남편이 '제발 플랫 슈즈만 신으면 안 되겠니'라고 묻길래 안 되겠다고 했다. 오히려 확 차이가 나는 게 낫다""고 전했다. 이어 ""결혼식에도 킬힐을 신었다""며 ""남편이 귀여워보였다""고 덧붙였다. 

19살에 모델로 데뷔한 송경아 씨는 데뷔 직후부터 유명 패션쇼 오프닝과 피날레를 장식하고 각종 매거진 표지 모델로 얼굴을 알렸다. 빠른 성공으로 슬럼프에 빠진 송경아 씨는 더 넓은 무대를 경험하기 위해 미국으로 떠났다. 수십개 쇼에 서며 세계 유명 모델들과 어깨를 나란히 했지만 공황장애가 와 한국으로 돌아왔다고 밝혔다.

송경아 씨는 ""보름은 밀라노에서 살고, 또 보름은 파리에서 일하니까 너무 힘들었다. 아시아인이라서 인종차별도 있었다""며 ""어느 날 뉴욕 아파트에서 눈을 떴는데 숨이 막히고, 공간이 좁아지며 내가 딱 죽을 것 같더라. 나중에 알고보니 그게 공황장애였다""라고 했다. ",0
2_00184,"""우린 네 편이야"" 김태동 심경글에 '프듀' 연습생들이 남긴 댓글","프로듀스101' 출신 김태동 씨에 대한 격려의 물결이 이어지고 있다. '프듀' 동료 연습생들도 잇달아 응원글을 달아 눈길을 끌었다. 

최근 김태동 씨가 소속사 더바이브레이블에 전속계약 해지를 요구했다는 보도가 나왔다. 보도를 접한 김 씨는 ""사실과 다른 말들이 기사화되는 데 충격을 받았고 잠을 이룰 수 없다""라고 했다. 

지난 28일 김태동 씨는 인스타그램에 2차 심경 글을 게재했다. 김 씨는 ""(소속사가) 돌아오지 않으면 법적 책임을 묻겠다고 알렸고 어떤 대화나 타협도 없었다""라고 털어놓았다. 그는 ""스케줄이 끝나고 매니저님이 우리 집과 거리가 먼 신사나 한강대교에 내려준 게 한두 번이 아니다""라며 ""그때 기분을 표현할 말이 없다""라고 밝혔다. 

이후 김태동 씨 인스타그램엔 응원 댓글이 쏟아졌다. '프로듀스101' 연습생들도 직접 댓글을 달아 응원했다. 

임우혁 연습생은 ""우리가 알고 지낸 시간이 곧 5년이 다 돼가는데 그동안 힘들었던 일들 이제 웃으며 '그때 그랬다' 말할 수 있잖아""라며 ""이것도 잘 해결돼서 나중에 만났을 때 웃으면서 말할 수 있도록 잘 풀릴 거야""라고 말했다.

홍은기 연습생은 ""항상 맑고 쨍쨍한 태양만 있다면 사막이 된다, 비가 내리고 바람이 분 땅은 비옥한 땅이 된다""는 구절을 소개했다. 홍은기 연습생은 ""(지금 일들이) 비옥한 땅이 되기 위한 비와 바람이라고 생각하자, 곁에 있을게 태동아""라고 썼다

주원탁 연습생, 노태현 연습생도 ""힘내자, 잘 될 거야"" 등 격려 댓글을 달았다. 

김태동 연습생은 '프로듀스101' 탈락자로 구성된 그룹 JBJ(Just Be Joyful) 데뷰를 앞두고 있었다.",0
2_00185,"EBS 이다지 ""고아름 강사가 내 교재 베꼈다""...상호 법적 대응 예고","EBS 이다지, 고아름 사회탐구 강사가 상호 법적 대응을 예고했다. 

지난 29일 이다지 강사는 자신의 인스타그램에서 고아름 강사가 자기 교재를 베꼈다고 주장했다. 이다지 강사는 자신과 고아름 강사가 만든 2차 대전 연표를 차례로 올려 비교했다.  

이다지 강사 표에는 '미드웨이 해전'이 '1942년부터 1943년까지'라 잘못 표기돼 있는데, 고아름 강사 표에도 똑같은 부분이 틀리게 적혀 있다. 이다지 강사는 ""내 오·탈자까지 베끼면 어떡하냐""라며 ""미드웨이 해전은 42년에 끝난다""라고 했다. 이 강사는 ""내가 같은 회사라 참았다""라며 ""몇 년 내내 고통스러웠는데 내 교재 들고 수업하며 학생들 앞에 떳떳한가""라고 덧붙였다.

이다지 강사는 고아름 강사가 중세 유럽 역사 연표도 베꼈다고 말했다. 이다지 강사는 두 강사 강의 자료도 인스타그램에 캡처해 올렸다. 이다지 강사는 ""자료 모으느라 하루가 다 갔다, 개념부터 오·탈자까지 밑도 끝도 없이 똑같다""라며 고아름 강사를 질타했다. 

이다지 강사가 글을 올린 후 수험생 커뮤니티에는 고아름 강사를 비난하는 글이 올라왔다. 고아름 강사는 자신의 인스타그램에서 교재 도용 의혹을 부인했다.

고아름 강사는 ""(이다지 강사 주장은) 명백히 사실과 다르다""라며 ""나에 대해 의구심을 가졌다면 처음부터 공식 항의나 저작물 등에 관한 법적 대처를 고려하는 게 올바른 순서""라고 밝혔다. 고아름 강사는 ""일방적으로 사실을 확정하고 불특정 다수가 자기 의견에 동조하게 하여 상대를 비난하고 명예를 훼손하는 2차 가해를 의도적으로 유도하면 안 된다""라고 강조했다.

고 강사는 ""이번 일을 통해 나는 이미 회복하기 어려운 심각한 명예훼손을 당한 상태""라며 ""나에 대한 의도적인 음해와 분별없는 명예훼손에 대해 강경하게 법적으로 대처해 나가겠다""라고 말했다.",0
2_00186,"""박 사령관 부부가 호출벨을 누르면 사병 전자팔찌에 신호""","공관병을 몸종처럼 부린 의혹으로 전역을 지원한 박찬주 육군 2작전 사령관(대장)과 부인이 처벌 대상이라는 주장이 나왔다.

2일 임태훈 군인권센터 소장은 CBS 라디오 '김현정의 뉴스쇼'에 출연해 ""부부가 직권을 남용해서 의무에 없는 일을 하게 했으니까 형법상 직권남용죄가 성립된다""며 ""남편의 권한을 일부 사용하면서 남편의 암묵적인 동의와 묵인이 있었기 때문에 공범 관계가 성립된다""고 주장했다.

박 사령관 부부는 관사에서 일하는 공관병, 조리병 등 사병에게 부당한 대우를 했다는 의혹을 받고 있다.

임 소장은 ""폭로된 자료를 보면 공관 내에 호출벨을 운영했다고 한다""고 말했다. 박 사령관 부부가 머문 관사는 2층 건물로 160평쯤 된다고 알려졌다. 호출벨은 1층 식당 식탁과 2층에 붙어있었다고 알려졌다.

임 소장은 ""공관 근무병 중 1명은 상시 전자팔찌를 차고 있어야 한다. 부부가 호출벨을 누르면 전자팔찌에 신호가 온다. 그러면 가서 시중을 들어야 한다""고 말했다.

임 소장은 썩은 과일을 집어 던진 일에 대해서도 말했다. 박 사령관 관사에는 냉장고가 무려 10대가 있었는데, 과일이 너무 많아 썩을 수밖에 없었다고 한다. 임 소장은 ""과일이 너무 많아 빨리 소진하기 위해 많이 깎아오면 많이 깎아왔다고 막 뭐라고 하고는 남은 거를 못 먹게 하니까 버리면 버렸다고 뭐라고 했다더라""고 전했다. 

박 사령관 부인은 또 부대 안 모과나무에 달린 모과를 따서 사병들에게 모과 청을 만들게 했다고 알려졌다. 임 소장은 ""개인 소유가 아닌 모과를 100개 넘게 따게 해서 모과 청을 만들게 했다. 손님 오면 선물 주고 자기들 먹고 그랬다""고 말했다.

임 소장은 ""(사령관 부부의) 아들이 오면 항상 바비큐 파티를 해줬다""며 ""훈련소에 있는 아들과도 매일 전화했다고 한다""고 덧붙였다.

임 소장은 전역을 지원한 박 사령관에 관해 ""감사할 일이 아니라 국방부 검찰단이 수사해야 한다""고 지적했다.

지난 1일 박 사령관은 ""지난 40년간 몸담아 왔던 군에 누를 끼치고 군의 명예를 훼손하였다는 자책감을 더 견딜 수 없다""며 전역지원서를 육군 본부에 제출했다.",0
2_00187,방송서 공개된 '세계의 사이코패스 10명',"KBS Joy '차트를 달리는 남자'에서 세계의 사이코패스 순위를 공개했다. 

지난달 29일 '차트를 달리는 남자'에서는 '여름 특집 2탄: 세계의 사이코패스' 편을 방송했다. 

'세계의 사이코패스' 1위로 꼽힌 이는 연쇄살인마 테드 번디였다. 1975년 8월 곡예운전 중 붙잡힌 테드 번디는 차 안에서 복면과 수갑 등이 발견됐다. 

테드 번디는 당시 인터뷰에서 ""저는 아주 좋은 집에서 자랐고, 가족관계는 헌신적인 부모님과 5남매가 있었다""고 말했다. 호감형 외모와 상냥한 말투로 미국 전역에서는 테드 번디의 결백을 믿는다는 팬레터가 쏟아졌다. 사람들은 그를 보기 위해 재판장을 찾기도 했다. 

반성은 커녕 이같은 상황을 즐기는 테드 번디 모습에 심리학자들은 그를 사이코패스로 판정했다. 테드 번디는 호감형 외모와 말투로 여성들에게 접근해 살인을 저질렀다. 최소 12명의 희생자가 나왔다.  

2위에는 찰스 맨슨이 꼽혔다. 평소 사람을 꾀이는 데 탁월한 재능이 있던 찰스 맨슨은 살인 클럽 '맨슨 패밀리'를 만들었고 이들을 조종해 직, 간접적으로 35명을 살해했다. 특히 찰스 맨슨이 유명 영화 감독 로만 폴란스키 아내인 배우 샤론 테이트를 살해한 사건은 충격을 줬다. 당시 샤론 테이트는 임신 8개월째였던 것으로 알려졌다. 

3위는 '최연소 연쇄살인마' 메리 플로라 벨, 4위는 10대에 살인을 하고 자서전까지 쓴 사카키바라 세이토가 꼽혔다. 사카키바라 세이토는 범행 중 사용했던 가명이다. 방송은 '죽음의 간호사'라고 불리는 지닌 존스를 '세계의 사이코패스' 5위로 꼽았다. 5개월간 18명의 영유아가 사망했다. 사건 중심에는 간호사 지닌 존스가 있었다. 지닌 존스가 새로 옮긴 병원에서도 아이들 죽음이 계속됐다. 경찰 조사 끝에 지닌 존스가 살인에 사용한 약물이 밝혀졌다.  

6위는 의사 헤럴드 시프먼이 꼽혔다. 2002년 조사위원회는 시프먼이 살해한 환자가 모두 215명에 달한다고 공식 발표했었다. 조사위는 시프먼이 살해했을 것으로 의심이 드는 환자 45명을 포함하면 희생자가 최대 260명에 이를 수도 있을 것으로 추정했다.

이어 2011년 7월 노르웨이에서 총을 난사해 77명을 살해한 안데르스 베링 브레이빅이 7위에 이름을 올렸다. 자신이 돌보기로 했던 아이 부모가 돈을 제때 보내지 않자 동네 사람들과 함께 아이를 학대한 거트루드 베니체프스키가 8위, 살인을 저지른 뒤 자신의 삶을 소재로 한 책을 써 충격을 준 잭 운터베거가 9위로 꼽혔다. 

10위에는 일본 '꽃뱀 킬러'로 알려진 키지마 카나에가 이름을 올렸다. ",0
2_00188,커피전문점 브랜드평판 8월 빅데이터 분석...1위 스타벅스,"2017년 8월 커피전문점 브랜드평판 빅데이터분석 결과, 1위 스타벅스 2위 투썸플레이스, 3위 할리스 로 분석되었다.

한국기업평판연구소는  29개  커피전문점 브랜드에 대한 지난 한 달간 소비자들의 브랜드 빅데이터 평판을 분석하였다. 2017년 7월 1일부터 2017년 7월 31일까지의  커피전문점 브랜드 빅데이터    4,385,317개를 분석하여 소비자들의 브랜드 평판을 측정하였다. 지난 6월 브랜드 빅데이터    7,466,117개와 비교해보면  41.26% 급락했다.

브랜드 평판지수는 브랜드 빅데이터를 추출하고 소비자 행동분석을 하여 참여가치, 소통가치, 미디어가치, 커뮤니티가치, 소셜가치로 분류하고 가중치를 두어 나온 지표이다. 브랜드 평판분석을 통해 브랜드에 대해 누가, 어디서, 어떻게, 얼마나, 왜 이야기하는지를 알아낼 수 있다. 6월 커피전문점 브랜드 평판분석에는  커피베이, 커피스미스, 달콤, 더카페, 매머드커피, 토프레소 , 커피마마, 카페아모제, 커피에반하다, 빈스빈스, 주커피, 카페띠아모, 더착한커피, 카페보니또, 커피명가, 빌리엔젤, 커피나무, 그라찌에가 새롭게 포함되었다.

2017년 8월  커피전문점 브랜드평판 10위 순위는   스타벅스,  투썸플레이스,  할리스,  이디야,  커피빈,  카페베네,  엔제리너스,  탐앤탐스,  더착한커피,  빽다방   순이었다.

1위, 스타벅스 브랜드는 참여지수  527,320  미디어지수  245,985  소통지수  247,038  커뮤니티지수 124,174 사회공헌지수 326,480가 되면서 브랜드평판지수 1,470,997로 분석되었다. 지난 6월 브랜드평판지수   3,051,321  와 비교하면  41.26% 하락했다.

2위, 투썸플레이스 브랜드는 참여지수   246,611  미디어지수  46,728  소통지수  28,991  커뮤니티지수 31,671  사회공헌지수   85,904가 되면서 브랜드평판지수    439,904로 분석되었다. 지난 6월 브랜드평판지수    553,846 와 비교하면  20.57% 하락했다.

3위, 할리스 브랜드는 참여지수   63,113  미디어지수  86,031  소통지수  28,196  커뮤니티지수  35,882 사회공헌지수   96,096가 되면서 브랜드평판지수    309,317 로 분석되었다. 지난 6월  브랜드평판지수   348,359 와 비교하면 11.21% 하락했다.

한국기업평판연구소 구창환 소장은 ""2017년 8월  커피전문점 브랜드평판 분석결과, 스타벅스 1위로 기록되었다. 상승했던 커피전문점 브랜드 평판 빅데이터가 다시 급락하는 패턴으로 분석되었다.  커피 업계에 부정적인 이슈들이 이어지면서  브랜드평판지수도 급락하였다."" 라고 평판 분석을 했다.

한국기업평판연구소 ( http://www.rekorea.net 소장 구창환 ) 는 국내 브랜드의 평판지수를 매달 측정하여 브랜드 평판지수의 변화량을 발표하고 있다. 이번 커피전문점 브랜드 평판지수는 2017년 7월 1일부터 2017년 7월 31일까지의  브랜드 빅데이터 분석 결과이다.	",0
2_00189,"JJ프로젝트 ""갓세븐 대표하는 마음…뜻깊고 떨린다""","5년만에 컴백한 JJ프로젝트가 ""갓세븐을 대표하는 마음이다""라고 밝혔다. 

JJ프로젝트는 1일 오전 11시 서울 청담동에 위치한 한 카페에서 새 앨범 'Verse 2' 발매 기념 인터뷰를 진행했다. 

JB는 컴백 소감에 대해 ""정말 떨린다. 갓세븐 친구들을 위해서라도 열심히 해야겠다는 생각이 든다. 앨범을 준비하면서 뿌듯했다. 정말 열심히 준비했다. 뜻깊게 열심히 준비한 앨범이다. 사실 컴백을 언젠가는 하겠지 했었는데 생각보다 일찍하게 된 것이다""라고 말했다. 

진영 ""5년만에 나오게 되서 뜻깊은 시간인 것 같다. 많은 것을 보여주려고 하다보니까 곡들이 많아져서 팬들께 뿌듯한 것 같다""고 덧붙였다. 

JB와 진영으로 구성된 JJ Project는 지난 2012년 5월 데뷔 싱글 앨범 ‘BOUNCE’을 발표하고 가요계에 등장했다. 두 사람은 GOT7 데뷔 전부터 JJ Project를 결성, 자유분방하고 넘치는 에너지로 무대를 달궜다.

데뷔 당시 10대였던 두 사람이 어느덧 20대가 되어 다양한 변화와 성장을 맞이한 만큼 이번 새 앨범에는 그간의 음악적 고민과 노력의 결과물을 담았다. JB와 진영은 앨범의 전곡 작사 및 작곡 작업에 참여해 새로운 음악을 선보임과 동시에 섬세한 감수성을 표현했다. 

타이틀 곡 ‘내일, 오늘’은 JYP엔터테인먼트 수장인 박진영과 JJ Project의 두 멤버가 함께 작사한 곡으로 팝, 얼터너티브 록, 힙합 요소가 결합되어 서정적이면서도 밝은 감성을 자아낸다. 무한한 가능성을 지니면서도 동시에 한없이 유약한 청춘들이 삶을 마주하다 겪는 시간과 선택에 대한 고민, 가보지 않은 두 갈래 길 중에 한 곳을 택해야 한다는 고민들을 가사에 실었다.

새 앨범 ‘Verse 2’는 총 8트랙으로 두 사람의 음악적 취향을 살려 팝, 힙합, 발라드, 얼반 팝, 트로피컬 팝, 소프트 록 등 다채로운 장르를 담아냈다. 또한 진영과 JB는 각자의 솔로 곡 ‘그날’과 ‘Fade Away’를 CD 음반에서만 만나 볼 수 있는 히든 트랙으로 실으며 앨범 소장 가치를 높였다. ",0
2_00190,"군함도' 류승완 감독 ""역사 왜곡? 어떤 부분이 사실이 아닌지 묻고 싶어""","류승완(44) 감독이 영화 '군함도' 역사 왜곡 주장을 반박했다.  

1일 오전 서울 종로구 소격동 카페에서 류승완 감독 라운드 인터뷰가 열렸다. 류승완 감독은 ""이런 자리에서 정확하게 얘기하고 싶다""라며 '역사 왜곡' 비판에 대한 생각을 밝혔다.

이날 류승완 감독은 ""왜곡은 사실을 사실이 아니라고 하거나 사실이 아닌 걸 사실이라 하는 행위""라며 ""이 영화에서 왜곡은 어떤 부분인지 되묻고 싶다""라고 말했다.

류승완 감독은 ""('군함도'는) 사실을 기반으로 창작된 영화라고 분명히 밝혔다""라며 ""이 영화에서 만들어진 캐릭터와 사건은 당시 시대 배경이 아니면 나올 수 없는 설정""이라고 주장했다. 류 감독은 ""마지막 탈출 장면도 역사 전문가, 군사 전문가를 초빙해 고증받았다""라고 설명했다.

류승완 감독은 ""영화를 만든 사람으로서 '역사 왜곡'으로 몰고 가는 게 부당하다고 느껴진다""라고 밝혔다.

지난달 26일 개봉한 영화 '군함도'는 일제 강점기 일본 군함도에 강제 징용된 조선인 이야기를 다뤘다. 영화는 이들이 목숨을 걸고 섬을 탈출하는 과정을 그렸다. 

'군함도'는 취지가 좋다는 이유로 개봉 전부터 주목받았다. 현재 '군함도'는 스크린 독과점, 징용 역사 왜곡, 제작진 인터뷰 발언 등 논란이 끊이지 않는 상태다. 

지난달 19일 류승완 감독은 '군함도' 언론배급시사회에서 ""실제 '군함도' 사전 조사를 해보니 나쁜 일본인, 좋은 조선인만 있지는 않았다""라고 말했다. 이 발언을 두고 온라인 커뮤니티에서는 논쟁이 벌어졌다. 말 자체는 틀린 게 아니라는 주장과 '군함도'를 두고 그런 말을 하면 안 된다는 주장이 팽팽하게 맞섰다. 

배우 이정현(37) 씨는 한국일보 인터뷰에서 ""(일본과) 이웃 국가인데 역사 문제로 왜 늘 틀어져야 하나""라고 말해 비판을 받기도 했다. ",0
2_00191,이혼 후 무덤에서 새 삶 시작하는 여성들 (영상),"중국 남서부 충칭(重慶, 중경)시에는 이혼 후 아픔을 털어버리고 새로운 삶을 시작하게 해주는 무덤 교실이 있다.

지난 2월 24일(현지시각) 독일 매체 럽틀리에는 이혼으로 힘들어하는 여성들을 위한 무덤 교실 영상이 게재됐다.

영상 속 사람들은 무덤처럼 보이는 구덩이에 두 손을 가지런히 모은 채 누워있다. 이들은 무덤 체험이 끝나자 울음을 터뜨리며 서로를 다독였다. 마지막에는 무덤 교실에 참여한 사람들끼리 손을 모아 중국어로 힘내라는 의미인 ""짜요(加油)""를 외쳤다. 

럽틀리에 따르면 무덤 교실은 이혼한 여성들을 위해 만들어진 프로그램이다. 무덤 교실 학생 중 한 명은 ""무덤에 누웠을 때 죽은 것처럼 느껴졌다. 이 경험을 통해 내가 얼마나 무의미한 것에 많은 시간을 낭비했는지 깨달았다. 나는 마케팅 담당자다. 앞으로도 열심히 일할 것""이라며 소감을 말했다.

또 다른 학생은 ""난 예전과 달라졌다. 내가 새롭게 태어났다는 것을 세상에 보여줄 거다. 앞으로 100일 동안 내게 필요한 일들을 정해서 이뤄나갈 것""이라며 다짐을 밝히기도 했다.

무덤 교실을 만든 류타이제(劉太杰)는 19세에 결혼했지만 가정 폭력에 시달리다 지난 2015년 이혼했다. 류타이제는 1년 동안 우울증과 자살 충동으로 힘겨운 시간을 보내다가 '무덤 명상'을 떠올렸고 무덤 교실을 열었다. 그는 자신과 같은 고통을 겪는 사람들이 무덤 교실을 통해 우울증을 극복하고 희망찬 미래로 나아가기를 바라는 것으로 알려졌다.

무덤 교실 수업은 격월로 운영되고 있으며 수업료는 무료다.",0
2_00192,"산다라박 ""필리핀서 연애했더니 언어가 확 늘어""","그룹 2NE1 출신 멤버 산다라박(32)이 연애 덕분에 외국어를 빨리 배웠다고 털어놨다.

지난 26일 오후 방송된 JTBC '한끼줍쇼-일본 신주쿠' 편에는 그룹 FT 아일랜드 멤버 이홍기 씨와 산다라박이 게스트로 출연했다.

이날 산다라 박과 MC 이경규 씨는 유학생 손다빈, 남성훈 씨가 사는 집을 방문해 식사를 함께 했다.

이들과 대화를 나누던 이경규 씨는 ""나는 1999년, 39살 때 일본에 유학 왔다. 정말 히라가나, 가타카나도 모를 때 왔다. 혼자 살았는데 혼자 화를 내고 혼자 삭히던 때가 있었다""고 운을 뗐다. 이어 유학생 출연자들에게 ""일본에 와서 여자친구는 안 사귀었냐""고 물었다.

남성훈 씨는 ""여자친구가 일본에 8년 동안 살았었다. 지금은 한국에 있다. 여자친구와 전화로 일본어를 연습한다""고 말했다. 이경규 씨는 여자친구가 없다고 밝힌 손다빈 씨에게 ""애인 말고 그냥 일본 여자친구를 사귀어라. 그럼 말이 빨리 는다. 사찌꼬나 우야꼬 등을 만나라""고 농담 섞어 조언했다.

이 말을 들은 산다라박은 이경규 씨 말에 ""맞다""고 공감했다. 산다라박은 잠시 머뭇거린 후 ""저도 연애 한 번 하고 나니까 필리핀 어가 확 늘었다""며 ""원어민 수준이라고 다들 난리였다""고 털어놨다.

산다라박의 솔직한 고백에 이경규 씨와 유학생 출연진은 함박웃음을 터뜨렸다.  

산다라박은 12살 때부터 약 10년 동안 필리핀에서 거주했다. 2004년 필리핀 공개 오디션 프로그램에서 2위를 차지하며 본격적으로 연예계에 발을 디뎠다. 2007년 한국으로 넘어온 산다라박은 YG엔터테인먼트 연습생으로 합류했다. 2009년 5월, 그룹 2NE1 멤버로 데뷔했다. ",0
2_00193,"학생들에 ""모자란 X, 병신 X"" 폭언 퍼부은 시립대 교수 해임 결정한 서울시","서울시가 폭언과 체벌 등으로 정직 3개월의 징계를 받은 서울시립대 김모 교수에 대한 재심의를 진행하고 해임을 결정했다. 

시 관계자는 25일 오후 서울시 특별징계위원회를 열고 이같이 결정했다고 밝혔다. 김 교수의 행위에 큰 문제가 있다는 입장이다. 시 관계자는 ""피해자의 입장에서 징계를 결정했다""고 설명했다.  

앞서 김 교수의 행위는 서울시의회에서 '서울시립대학교 전임교원 파면 건의안'을 심의·의결하면서 크게 알려졌다.

시의회에 따르면 김 교수는 수업 도중 대답을 못 하거나 틀린 답을 말한 학생에게 ""모자란 X"" ""병신 X"" 등 욕설에 가까운 폭언을 퍼부었다. 또 피부색을 지칭하면서 ""검둥이"" ""흰둥이"" 등의 인종차별적 용어를 사용하고 ""30살 넘은 여자들은 본인이 싱싱한 줄 알고 결혼을 안 한다"" ""여자들이 TV나 핸드폰을 많이 보면 남자아이를 못 낳는다"" 등의 성차별적인 발언도 서슴지 않았다.

수업시간에는 죽비로 어깨를 치는 등의 체벌을 하고 ""맞으면서 수업을 들을 자신이 없으면 수업을 듣지 말라""고 말하기도 했다. 

이에 시립대 징계위원회는 김 교수에 대해 정직 3개월의 징계를 의결해 지난 5월30일 시 측에 전달했다. 현행법은 시립대 징계위에서 정직, 해임, 파면 같은 중징계를 통보하면 시립대 이사장인 박원순 서울시장이 최종 결정을 내리도록 되어 있다. 

박 시장은 김 교수의 행위에 비해 징계가 약하다고 판단해 재심의를 요청했다. 이에 시립대 총장이 동의했고 시는 특별징계위원을 위촉한 후 이날 회의를 열었다.

회의 결과는 조만간 김 교수에게 전달될 예정이다. 

만약 김 교수가 시 특별징계위 결과에 동의하지 않으면 교육부의 교원소총을 제기할 수 있다. 이에 대해서도 불복할 경우 행정법원에 소송을 낼 수도 있다.",0
2_00194,남다른 직감으로 '1대100' 최종 우승한 김태우,"그룹 'god' 김태우(36) 씨가 남다른 직감으로 '1대100' 최종 우승을 거머쥐었다. 

지난 25일 KBS2 퀴즈 프로그램 '1대100'에서 김 씨는 경쟁자 100명을 물리치고 상금 5000만 원을 손에 넣었다. 모르는 문제가 나올 때마다 신들린 '직감'으로 정답을 집어냈다. 그는 우승이 확정되자 믿기지 않는 듯 탄성을 토했다. 

김 씨가 1대100에 출연하는 건 이번이 3번째였다. 앞서 2011, 2013년 도전했다가 생존자 8명, 3명을 남기고 아쉽게 탈락했다. 김 씨는 이날 ""많은 공부를 하고, 비장한 각오로 재도전했다""며 우승 의지를 밝혔다. ""이번에도 떨어지면 다시는 나오지 않겠다""는 다짐도 전했다.  

첫 번째 문제는 김 씨가 과거 예능 프로그램에서 얻은 별명(곰)에 대한 문제였다. 김 씨를 비롯해 전원이 통과했다. 하지만 난도가 올라가며 탈락자가 속출했다. 6번째 문제 때 생존자는 41명에 불과했다. 

김 씨는 위기가 닥칠 때마다 특유의 직감으로 돌파했다. 김 씨는 브래지어와 코르셋을 결합한 여성용 상의가 뭔지를 묻는 문제에서 보기로 주어진 '뷔스티에(Bustier)'가 브래지어처럼 스펠링이 B로 시작한다며 3번 '뷔스티에'를 골랐다. 정답이었다. 

'찍기' 신공은 이후로도 계속됐다. ""처음 들어보는 단어다"", ""왠지 저 단어가 익숙하다""는 설명과 함께 정답과 오답을 정확하게 가려냈다. 정답 릴레이가 이어지면서 승리는 눈앞에 다가왔다. 11번째 문제까지 맞춘 그는 12번째 문제에서 드디어 마지막 생존자와 1대1 대결을 펼쳤다. 세계에서 가장 매운 고추를 묻는 문제였다. 

김 씨는 정답으로 2번 '캐롤라이나 리퍼'를 골랐다. 그는 ""얼마 전 일이 있어서 멕시코에 다녀왔다. 거기서 하바네로를 먹었는데 청양고추보다 안 맵더라""라며 ""그래서 하바네로는 아닐 것 같다. 반면 '캐롤라이나 리퍼'는 왠지 매운 '미국 고추' 같은 느낌이다. 부트 졸로키아는 자연 그대로의 고추 느낌""이라고 답을 고른 이유를 설명했다. 마지막 생존자는 다른 답을 택했다. 정답은 2번이었다. 

김 씨는 탄성을 지른 뒤 ""얼떨떨하다. 감격스럽다. 굉장히 좋다""는 소감을 밝혔다. 김 씨는 이로써 1대100에서 1인으로 출연해 우승한 역대 21번째 주인공이 됐다. ",0
