"X","Address","FLAG","Avg.min.between.sent.tnx","Avg.min.between.received.tnx","Time.Diff.between.first.and.last..Mins.","Sent.tnx","Received.Tnx","Number.of.Created.Contracts","Unique.Received.From.Addresses","Unique.Sent.To.Addresses","min.value.received","max.value.received","avg.val.received","min.val.sent","max.val.sent","avg.val.sent","min.value.sent.to.contract","max.val.sent.to.contract","avg.value.sent.to.contract","total.transactions..including.tnx.to.create.contract","total.Ether.sent","total.ether.received","total.ether.sent.contracts","total.ether.balance","Total.ERC20.tnxs","ERC20.total.Ether.received","ERC20.total.ether.sent","ERC20.total.Ether.sent.contract","ERC20.uniq.sent.addr","ERC20.uniq.rec.addr","ERC20.uniq.sent.addr.1","ERC20.uniq.rec.contract.addr","ERC20.avg.time.between.sent.tnx","ERC20.avg.time.between.rec.tnx","ERC20.avg.time.between.rec.2.tnx","ERC20.avg.time.between.contract.tnx","ERC20.min.val.rec","ERC20.max.val.rec","ERC20.avg.val.rec","ERC20.min.val.sent","ERC20.max.val.sent","ERC20.avg.val.sent","ERC20.min.val.sent.contract","ERC20.max.val.sent.contract","ERC20.avg.val.sent.contract","ERC20.uniq.sent.token.name","ERC20.uniq.rec.token.name","ERC20.most.sent.token.type","ERC20_most_rec_token_type"
6598,1.0053805702968e+48,0,12133.84,11454.7,316681.52,24,8,0,4,9,0.010083,21.5,4.68,0,21.999457,1.619863,0,0,0,26,7.6843308,101,0,12.662,17,0,0,0,0,5,0,1,0,0,0,0,0.282972,20000,0,0,6.25903,100,0,0,0,0,1,"None","Mysterium"
8972,8.64448960001976e+47,1,4297.15,402.4,10329.5,3,2,0,2,2,0.39,1,0,0.497172,0,0.499139,0,0,0,5,26.45404952,148.5356299,0,-4.97710268,1,7.77e-16,0,0,0,1,0,1,0,0,0,0,0,0.874569,99.5,0,0,0,0,0,0,0,1," ","Blockwell say NOTSAFU"
9095,9.48689445480896e+47,1,3200.23,203.95,17498.2,4,72,0,18,4,0,5,2.613806,0.06,28.433,6.271105,0,0,0,80,100.9984444,49.47434063,0,0.741523062,1,19051.337,0,0,0,1,0,1,0,0,0,0,20000,2.519312,0,2860,0,0,0,0,0,0,1," ","Data"
7205,1.10281870824379e+48,0,15.06,8683.93,800307.68,92,83,0,9,2,0,1.420903,0.071486,0,0,0,0,0,0,180,0,6.695,0,0.017681071,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None","None"
2333,3.46032081257677e+47,0,2.29,633.02,1905.92,3,3,0,1,1,0,1e-04,0.727757,0.167729,0,0,0,0,0,6,0.473939248,3.05130424,0,0.001554,0,0.030548312,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0"
60,2.6338331492086e+45,0,1969.46,7971.34,120621.38,14,18,0,2,1,0,0.669937,1.008441,0.923126,0,0.778718,0,0,0,32,15.13701716,11.7138568,0,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
6420,9.75927486080415e+47,0,0.89,0,11.77,4,1,0,1,3,101,1900.091488,1000.5,0.9,1494.178876,500.249528,0,0,0,4,2000.998113,2001,0,0.001026218,0,1.106648893,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0"
6791,1.03849830779129e+48,0,0,21597,88331.98,0,2,1,2,0,3.05,15.906607,5.130505,0,0,0,0,0,0,4,44.44685723,4.467,0,231.9116475,0,299.8160652,0,0,0,1,0,1,0,0,0,0,250,116.636173,0.008395,0,0,0,0,0,0,0,1,"0","0"
6555,9.99448337971585e+47,0,698.81,1299.55,425094.65,238,411,0,6,18,0.141692,0.050875,0,0,0.27285,0.05337,0,0,0,787,237.5880248,14.289559,0,0.00078089,44,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"None","WELL Token"
7174,1.09965149397641e+48,0,0,0,4.77,1,1,0,1,1,1.1,0.151593,0.159909,0.627112,0,0.32886,0,0,0,2,13.26446554,66.49582472,0,0.153782052,9,3.770704356,0,0,0,1,0,1,0,0,0,0,0,0.293632,0.322752,0,0,0,0,0,0,0,1,"None","Livepeer Token"
5582,8.4559656609301e+47,0,21287.96,1758.21,65751.78,2,4,0,1,2,0.006395,2.360495,0.002535,0.1,1.99895,0.502059,0,0,0,6,0.10558692,43.11659415,0,-0.973834,4,0,0,0,0,4,0,4,0,0,0,0,0,649.987135,0,0,0,0,0,0,0,0,3,"None","None"
4901,7.40707235866982e+47,0,0,86758.64,190330.57,0,6,1,1,0,0.195,0.102009,0.2535,0,2.150547,0.392621,0,0,0,4,60.3935147,1.71089997,0,-4.592712036,0,0,0,0,0,0,0,0,0,0,0,0,0,2184.300341,183.555872,0,0,0,0,0,0,0,0,"0","0"
1693,2.54281012055883e+47,0,0,1905.45,250411.05,0,132,1,5,0,0,1.335207,0.660433,0,2.028514,0.634872,0,0,0,132,119.906025,0.05801,0,20.79428335,1,608.6840675,5210.761271,0,1,1,0,1,0,0,0,0,703.06267,0,641.914853,0,0,3804.076893,0,0,0,1,1,"DICE","XENON"
6860,1.04727439192132e+48,0,161.06,0.84,323.08,2,2,0,2,2,47.648055,55.430474,50.5,0.733258,100.924765,50.499487,0,0,0,4,100.9979647,30.69385,0,0.000471636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.456667,0,0,0,0,0,0,0,0,"0","0"
6059,9.25219972221388e+47,0,4.36,47991.36,363622.93,6,8,0,2,1,0.005,6,1.363274,0.019548,7.724525,0.946,0,0,0,11,80.52045411,0,0,0.550602992,2,0,0,0,0,0,0,0,0,0,0,0,0,2.072896,0.031637,0,0,35.073314,0,0,0,0,0,"None","WisePlat Token"
7343,1.12896911081621e+48,0,4935.23,7397.6,805795.92,125,21,0,6,13,0.199942,7.921883,1.06348,0.1,10.994916,0.832368,0,0,0,168,22.64498866,6.12,0,0.001382873,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,3162.5,0,0,0,0,0,0,0,0,0,"0","0"
7565,1.16416013900136e+48,0,3.24,0,8.47,3,1,0,1,3,0.005,1902.37628,1000.5,14.994528,1688.491499,666.999528,0,0,0,4,2000.998585,2001,0,0.000882,0,19900,0,0,0,1,0,1,0,0,0,0,9500,0,0.85872,0,0,0,0,0,0,0,1,"0","0"
2185,3.24368715500859e+47,0,566.78,0,4612.88,3,1,0,1,3,0.348124,10,1.447649,0.29946,9.99938,2.3547,0,0,0,4,0.001174311,9.55385133,0,0.001209106,0,7.122486797,205.0108,0,1,1,0,1,0,0,0,0,0,0,0.723687,0,0,0,0,0,0,1,1,"0","0"
3038,4.52251211541095e+47,0,26.23,2038.88,7128.42,3,3,0,3,1,0.873083,2,0.455218,2.112867,0,1.532853,0,0,0,6,0.04938,7.26091082,0,0.00285141,0,618.5990547,0,0,0,1,0,1,0,0,0,0,600,0.788987,0,0,0,18.165138,0,0,0,0,1,"0","0"
9371,1.14807115042699e+48,1,158.21,281.98,6410.4,5,19,0,18,5,0,0,0.5,0.499139,87.420775,21.297391,0,0,0,22,100.998446,1.46644078,0,0.018889824,1,99,0,0,0,1,0,1,0,0,0,0,99,15,0.751622,0,0,100,0,0,0,0,1," ","EMO tokens"
3071,4.59171014464228e+47,0,0,0,8.57,1,2,0,2,1,0.644508,91.677965,50.5,30,91.769851,43.979395,0,0,0,4,100.998446,208.8774915,0,3,4,0.876276282,0,0,0,3,0,4,0,0,0,0,0,365,0,0,0,0,0,0,0,0,4,"None","OmiseGO"
3309,4.99065745542749e+47,0,11131.27,3739.28,100993.85,8,7,0,3,1,0.881902,1.4839,1.029443,0.005185,4.094263,0.808663,0,0,0,14,7.475742704,0.199607581,0,0.001953,0,0,0,0,0,0,0,0,0,0,0,0,0.440669,213.3,0,0,0,1406.883699,0,0,0,0,0,"0","0"
5877,8.97811436333113e+47,0,159.23,0.84,311.82,2,2,0,2,2,44.411115,57.549485,50.5,2.0006,100.944016,50.499508,0,0,0,4,28.39036667,117.0001,0,0.00075602,0,0,0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,18909,0,0,0,0,0,0,"0","0"
5490,8.33755779477297e+47,0,5.76,75969.97,531818.5,9,5,0,1,3,3.4889,6997.99,3750.0015,0,3024.660032,637.686983,0,0,0,13,13923.72685,10001,0,0.70104995,37,0.503966562,0,0,0,20,0,28,0,0,0,0,0.23424,118324.5,0,0,0,86633.45879,0,0,0,0,28,"None","Livepeer Token"
7583,1.16388317978805e+48,0,0,0,514.67,1,1,0,1,1,0.3318,0,0.687628,0.778582,0,0.414441,0,0,0,2,0,0.25,0,0.00078089,0,0,98179.89698,0,1,0,0,0,0,0,0,0,703.06267,0,1325.968217,2500,0,93,0,0,0,1,0,"0","0"
9204,1.01608417084462e+48,1,4.74,46076.51,132918.1,5,4,0,4,1,0.1,0.125315,0.001,0.020407,1.056977,0.543613,0,0,0,8,10.77355215,13.20131581,0,0.001,3,100,0,0,0,3,0,3,0,0,0,0,0.028627,0,0,0,0,0,0,0,0,0,3," ","ThoreCash"
6414,9.77560246561396e+47,0,138235.44,0,293981.1,2,1,0,1,2,0.002457,0,0.056884,0.004674,0,0.070011,0,0,0,3,28.117,0.094,0,-22.99077717,0,13.37,0,0,0,1,0,1,0,0,0,0,13.37,10,0,0,0,0,0,0,0,0,1,"0","0"
1915,2.86134038660454e+47,0,6.47,1137.93,80281.52,67,12,0,2,18,0.751817,0.201911,0.209776,0.098785,0.270108,0.112162,0,0,0,82,0,385.5804046,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,4.846503,0,0,0,0,0,0,0,0,0,"0","0"
9825,1.44127443042294e+48,1,0,89.71,342.32,1,7,0,7,1,0.29863,1,0.854406,4.253348,0.376996,2.88297,0,0,0,11,16.5258,10.00691279,0,-24.04658137,2,2514.965579,0,0,0,2,0,1,0,0,0,0,0,1.337,47.925343,0,0,0,0,0,0,0,1," ","Blockwell say NOTSAFU"
6600,1.00406958414881e+48,0,17452.06,11018,228144.85,18,10,0,8,17,0.0337,49.999559,16.603518,0.001855,41.708123,7.367353,0,0,0,24,100.9979,101,0,0.001488218,3,2.141803136,0,0,0,2,0,2,0,0,0,0,0,1570225.284,1.337,0,105000,0,0,0,0,0,2,"None","VIU"
6336,9.67278065536171e+47,0,23.88,0,71.22,3,1,0,1,3,101,101,101,0.09895,54.735344,33.666149,0,0,0,4,100.9990158,101,0,0.002121,0,601.7139944,0,0,0,1,0,1,0,0,0,0,624.384,9850,1.337,0,0,0,0,0,0,0,1,"0","0"
2155,3.17393650350341e+47,0,1666.38,3299.78,982742.9,271,103,6,51,121,0.017875,9.9927,2.08483,0,30.317318,0.51969,0,0,0,352,550.7601869,521.6894641,0,308.992,157,33485717.22,3426774.003,0,35,95,0,102,0,0,0,0,0,0,352.771036,0,0,0,0,0,0,22,95,"","EOS"
1426,2.07129192820556e+47,0,4.64,12246.26,118442.8,16,16,0,9,1,0.02014,16.39,2.516769,0.107154,24,2.433239,0,0,0,33,0.5477798,0,0,-2.44377345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.385459,0,0,0,0,0,0,0,0,"None","None"
5429,8.23020666646706e+47,0,154.7,0,1268.52,2,1,0,1,2,14.0759,11.703693,11,3.494507,13.028555,7.56179,0,0,0,3,4.99457998,33.80590417,0,0.003307644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
1210,1.74341193403232e+47,0,0,20811.74,187305.62,0,7,1,3,0,0,21.78622,6.54057,0,0,0,0,0,0,9,0,101,0,25.83175271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"None","None"
692,9.70564263310896e+46,0,35.95,2715.16,913446.13,302,306,0,28,3,0,25000,1288.712289,0.708421,8750,1130.943234,0,0,0,613,24886.38559,115572.2429,0,798646.2797,339,40703453.19,33405397.61,0,18,71,0,456,0,0,0,0,0,0,1.337,0,8e+06,0,0,0,0,102,211,"blockwell.ai KYC Casper Token","DCORP"
1159,1.68383195611187e+47,0,9194.01,6636.12,541976.25,45,32,0,13,21,0.001412,2.995,3.031477,0,0.624877,0.076196,0,0,0,69,0,3.17323705,0,0.009975,38,0,0,0,0,21,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,"None","EOS"
4858,7.36148181844611e+47,0,1.29,0.97,5.48,4,2,0,2,4,0.002,1902.6121,1000.5,33.142925,1517.465439,948.240874,0,0,0,5,4200323.171,7492818.283,0,14288636.26,5824,0,21687.16163,0,123,17,0,14,0,0,0,0,0,0,1.010216,0,3.742,0,0,0,0,7,13,"blockwell.ai KYC Casper Token","Nexium"
1184,1.71476897909209e+47,0,34793.92,0,163298.27,8,1,0,1,4,0,0,0,0.000804,1.00694,0.342913,0,0,0,12,17.80580537,0.1,0,0.702612016,15,13.37,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,251.204824,0,0,0,0,2,"None","Livepeer Token"
3457,5.21165406749227e+47,0,5180.72,0,18266.4,12,6,0,6,10,0.2874,390,93.799812,0.000716,266.735964,58.330524,0,0,0,20,504.52,646.1022308,0,0.00803506,0,0,0,0,0,0,0,0,0,0,0,0,0.589836,0,0,0,0,0,0,0,0,0,0,"0","0"
2587,3.85360081738028e+47,0,0,1578.98,226771.23,0,146,1,3,0,0,0.750558,0,0,0.14451,0.468498,0,0,0,145,0,5.548101,0,81.30342618,3,1213.921327,0,0,0,3,0,2,0,0,0,0,0.247999,0,0,0,1990,350,0,0,0,0,2,"None","DATAcoin"
2501,3.72757417539263e+47,0,0,1693.01,226778.98,0,134,1,3,0,0.050001,45.452316,2.210982,0,0,0.101546,0,0,0,134,0.644088,77.60375608,0,125.921517,0,119.1758143,3.69993155,0,1,1,0,1,0,0,0,0,100,0,98434.54357,0,0,0,0,0,0,1,1,"0","0"
4161,6.30990817809126e+47,0,0,0,2.38,1,1,0,1,1,0.888333,1.633328,0.717702,0.68773,1.2,0.9978,0,0,0,2,10.05735,4.2,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
4148,6.30896691306739e+47,0,2.41,4168.05,15048.73,4,4,0,4,3,0.1,7.214336,1.588658,0,8.999649,3.967482,0,0,0,7,2.66968778,4.40515469,0,-86.98606878,2,0,0,0,0,0,0,0,0,0,0,0,1.337,0,1.337,0,0,0,0,0,0,0,0,"None","BAT"
3888,5.92497468624403e+47,0,0,1487.08,198909.02,0,133,1,4,0,5e-04,0.61355,1,0,1.553481,0.613313,0,0,0,138,0,2.633310324,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.24493,0,0,0,0,0,"0","0"
3262,4.9248614643846e+47,0,0,1116.86,671235.72,0,865,1,7,0,0,135.944,4.339025,0,0,0,0,0,0,917,62.03547637,4128.413798,0,3980.170012,4,0,0,0,0,3,0,4,0,0,0,0,0.6033,0,0,0,0,0,0,0,0,0,4,"None","DGD"
1335,1.91672289858398e+47,0,159.63,0.63,328.78,2,2,0,2,2,33.93296,68.50418,50.5,0.1,99.957172,50.499508,0,0,0,3,100.998446,101,0,0.657754358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
1390,2.00872301745699e+47,0,0,400.5,478926.53,1,18,0,2,1,0.049039,5.395,0.970412,0,0.7901,0.36654,0,0,0,19,4.099118,217.2111844,0,0.040700292,1,0,0,0,0,0,0,0,0,0,0,0,0,1.644182,1.735347,0,2e-06,0,0,0,0,0,0,"None","None"
7116,1.08793981703848e+48,0,9.64,44617.85,222646.63,7,6,0,3,1,0.11,3.795,3.092172,0.096956,1.742435,1.496849,0,0,0,14,1.078138684,44.26005164,0,0.000829773,0,0,1100.027179,0,1,0,0,0,0,0,0,0,493.21,0,31250,0,0,0,0,0,0,1,0,"0","0"
4670,7.08541243767574e+47,0,0,0,2215.55,1,1,0,1,1,12.859018,19.333221,10.56,13.9978,20.008512,14,0,0,0,2,0.072331652,101,0,0.000441,0,1141890.121,0,0,0,1,0,1,0,0,0,0,298892,1.337,0,2e+05,0,634.076725,0,0,0,0,1,"0","0"
2578,3.84176062791237e+47,0,19,920.96,275042.98,265,384,0,2,1,0.1,0.784092,0.306066,0.056311,0.306313,0.153579,0,0,0,766,255.9456825,33.76950418,0,-17.682988,0,93.64337474,0,0,0,1,0,1,0,0,0,0,133.65,0,0,0,0,0,0,0,0,0,1,"0","0"
9511,1.24804983240696e+48,1,0,110.94,405783,1,103,0,49,1,0,0.416027,0.732683,6.081791,0,3.085,0,0,0,101,9.99938,26.88332742,0,0.01596528,3,1.337,0,0,0,3,0,3,0,0,0,0,0,0,13.37,0,0,0,0,0,0,0,3," ","GSENetwork"
1845,2.77144400810521e+47,0,0,12101.42,148002.5,0,14,1,5,0,0.3,1.4,1.555139,0,0,0,0,0,0,13,1.9978,105.2293895,0,0.309,0,1e-12,4184.8866,0,1,1,0,1,0,0,0,0,493.21,0,12007.94361,500,1587.33062,0,0,0,0,1,1,"0","0"
6583,1.00245239390963e+48,0,2.11,0,8.35,4,2,0,2,4,641.742578,1366.489443,1000.5,0.001078,1632.082795,500.249528,0,0,0,5,2000.998585,2001,0,0.00105,0,795.2419949,0,0,0,1,0,1,0,0,0,0,991,0,0,0,42995.97274,16.616019,0,0,0,0,1,"0","0"
3986,6.05814644430063e+47,0,5.63,598.57,1095.48,2,2,0,2,2,0.54748,11.843934,0.810667,2.112867,12.167512,7.65,0,0,0,4,1.39919129,1.95158313,0,0.001512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17454.0936,0,0,500,0,0,0,0,0,"0","0"
38,6.95982472226818e+44,0,1128.56,1470.58,747755.98,513,222,0,40,118,0,38.999,4.207663,0,23,0.731228,0,0,0,624,334.7765361,552.2503223,0,0.00084,539,488184.9615,137260.2674,0,28,186,0,168,0,0,0,0,0,27884.99655,35.557018,0,0,0,0,0,0,30,182,"BAT","EOS"
3686,5.6026712676716e+47,0,2.11,0,9.42,3,1,0,1,3,101,1902.598074,1000.5,14.994528,1688.491499,666.999528,0,0,0,5,2000.998585,1981.421536,0,0.003333708,0,0,0,0,0,0,0,0,0,0,0,0,1.337,27.752479,0.895748,0,0,0,0,0,0,0,0,"0","0"
189,1.87080953464614e+46,0,8691.1,13955.93,78197.58,5,5,0,5,3,0.01,9.668,0.753735,0.001759,15.16958,6.393245,0,0,0,10,0.999559,64.50574849,0,0.001428506,0,1e-10,0,0,0,1,0,1,0,0,0,0,0.154129,950000,1.738923,0,0,1699.666596,0,0,0,0,1,"0","0"
1323,1.88733200627184e+47,0,2769.14,2570.68,543061.65,127,33,0,10,17,0.005,23.248651,4.608057,0,24.759089,2.180489,0,0,0,188,601.7805922,770.7427983,0,0.001554,40,624.6958578,0,0,0,21,0,29,0,0,0,0,0,493.21,2.780516,0,0,0,0,0,0,0,29,"None","EOS"
152,1.51435233136126e+46,0,71.83,0,323.28,3,1,0,1,2,101,538.205,296.1,0.488922,588.419,365.734892,0,0,0,4,363.9862058,752,0,0.002016,0,0,0,0,0,0,0,0,0,0,0,0,0.044781,1.337,0,0,100,0,0,0,0,0,0,"0","0"
1562,2.30344586441881e+47,0,1.93,4140.34,135086.17,14,13,0,8,2,0.524134,26.5,0.273448,0.317685,22,3.47042,0,0,0,34,0.866990131,101,0,0.00681082,0,0,0,0,0,0,0,0,0,0,0,0,0,1.337,0.095886,0,50005,757.259263,0,0,0,0,0,"0","0"
6871,1.05197342157608e+48,0,157.68,0,324.85,2,1,0,1,1,1.1,1,0,0.68773,0.45,0.7064,0,0,0,3,0.10615353,2.288005,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,386675.9013,0,0,3530.240325,0,0,0,0,0,0,"0","0"
1577,2.31313617339747e+47,0,0,1566.51,229015.3,0,148,1,4,0,0.011521,1.000399,0.586842,0,0,0.058986,0,0,0,148,0,18.00214223,0,108.9477528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406.883699,0,0,0,0,0,"0","0"
6338,9.67132185343589e+47,0,31893.21,21295.82,996954.07,17,6,0,5,11,0.569,5.838246,2.129554,0,4.46999,0.795792,0,0,0,23,2.48750879,19.32837387,0,0.000984218,15,0,0,0,0,3,0,5,0,0,0,0,0,1.337,862.750259,0,0,7207.570528,0,0,0,0,5,"None","Insolar"
1619,2.39479960902435e+47,0,0,1010.78,1929.48,1,3,0,2,1,0.395,7.110084,2.224262,3.085,8.999389,5.84204,0,0,0,4,0,3.32832837,0,0.000984218,0,0,107429.206,0,1,0,0,0,0,0,0,0,493.21,1.337,3.561243,1109.048745,0,0,0,0,0,1,0,"0","0"
2392,3.56190644582961e+47,0,0,2723.62,200099.63,0,73,1,3,0,0,24.046,0.829698,0,0,0,0,0,0,77,0,101,0,44.15911017,2,0.197770541,0,0,0,2,0,2,0,0,0,0,0,0,298892,0,690000,0,0,0,0,0,2,"None","OmiseGO"
8091,2.75442249581098e+47,1,0,49493.72,197974.9,0,7,1,6,0,0,36.5,16.968739,115.28,0,20.008512,0,0,0,8,0,50.85942448,0,24.43171818,11,0,0,0,0,1,0,1,0,0,0,0,0,402.530057,17.536657,0,0,1.921531,0,0,0,0,1," "," "
771,1.09170863962967e+47,0,1354.97,21755.32,927539.2,39,31,0,3,20,0,20,1.371259,0,14.999522,0.530205,0,0,0,66,8.91694722,101,0,0.00062,113,0,0,0,18,31,0,45,0,0,0,0,0,0.959787,0,0,0,0,0,0,0,18,44,"None","AICRYPTO"
7691,1.6083408894015e+46,1,0,0,410.85,1,1,0,1,1,0.099517,2,0.672044,1.85895,1.629559,1.887753,0,0,0,2,0.094696,72.42525698,0,0.014169815,1,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,0,0,0,0,0,0,0," ","Blockwell say NOTSAFU"
4004,6.09994650389466e+47,0,0,4945.39,319306.83,0,61,1,5,0,0,1.03,0.393408,0,0,0,0,0,0,59,0,65.0013181,0,100.4035188,4,2009.117029,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"None","BOX Token"
9498,1.23481390578619e+48,1,0,816.65,15401.82,0,5,0,5,0,0.5,1.488466,0.565158,0,1.3,0.461588,0,0,0,5,0,13.62,0,0.008545784,1,1.337,0,0,0,1,0,1,0,0,0,0,0,0,167.918057,84.1058,0,0,0,0,0,0,1," ","Blockwell say NOTSAFU"
5814,8.86482485891946e+47,0,149980.77,10973.49,888549.67,6,12,0,1,7,0.001448,11.300559,0.97366,0,28.60815,4.08875,0,0,0,17,95.33341942,1.764626933,0,0.00062,2,23951.62405,0,0,0,2,0,2,0,0,0,0,0.01,0,0.445667,0,0,0,0,0,0,0,2,"None","Bulleon Promo Token"
1129,1.62863145622345e+47,0,118.76,24.42,49625.12,1409,8904,1,45,3,0.00741,16503.695,1187.674107,0,6330,1338.514884,0,0,0,10000,3864751.503,7492818.283,0,629.1782661,10000,6000020559,103209,0,1232,1033,0,104,0,0,0,0,0,2.1e+10,17241810275,0,120,0,0,0,0,13,104,"blockwell.ai KYC Casper Token","Maximine Coin"
7230,1.10525874032144e+48,0,3.48,0,5.12,3,2,0,2,3,112.73706,1863.49734,1000.5,10.5,1552.500721,666.999528,0,0,0,6,2000.998585,2001,0,0.85,1,13.37,0,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,"None","AICRYPTO"
68,2.30288153868319e+45,0,1905.13,5422.52,59305.53,16,6,0,2,3,0.001,1.409489,0,0.006057,1.48305,0.144222,0,0,0,23,0,52.15283878,0,1.127376073,7,0,0,0,0,6,0,6,0,0,0,0,0,600,0,0,0,100,0,0,0,0,6,"None","XENON"
8279,3.99436329410125e+47,1,0,125.71,8384.53,0,37,1,32,0,0,1.198182,2.495,0,19.35,8.499208,0,0,0,38,8.284609548,44.04161429,0,86.98383428,2,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,0,12722.52201,0,0,0,0,0," ","Hms Token"
7078,1.08524123220066e+48,0,8759.62,10.98,285.98,2,2,0,1,2,0.1,20,12.119282,3,29,12.415801,0,0,0,4,100.9989597,101,0,0.000504,0,1.33559982,0,0,0,1,0,1,0,0,0,0,0.754178,80000,9.9662,0,0,0,0,0,0,0,1,"0","0"
5017,7.57468591734042e+47,0,0,0,55.75,1,1,0,1,1,2.2,0,0.940096,2.307164,2.762644,2.050337,0,0,0,2,0,14.82009691,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23500,0,0,0,0,0,"0","0"
3721,5.6469651192478e+47,0,0,0,12.17,1,1,0,1,1,2,1,0.19,1.266123,0,0.294453,0,0,0,2,0,232.258032,0,0.003444,0,4.094793702,0,0,0,1,0,1,0,0,0,0,1.337,0,0,5.554752,0,0,0,0,0,0,1,"0","0"
5042,7.59730999116661e+47,0,1126.46,1188.99,348261.82,190,86,0,51,88,0,583,100.951767,0,705.7,2.523318,0,0,0,281,1990.43984,2001,0,0.00062,28,0,0,0,0,20,0,21,0,0,0,0,0,82602,0.033682,0,0,0,0,0,0,0,21,"None","Livepeer Token"
710,9.81199749506652e+46,0,28669.34,25247.48,489429.62,12,9,0,3,6,0.205889,4.992323,0.467699,0,4.999527,1.715457,0,0,0,21,0,4.755290075,0,0.001464437,26,69273.04411,0,0,0,18,0,22,0,0,0,0,0,0.557124,0,0,0,0,0,0,0,0,22,"None","OmiseGO"
1338,1.93567348168191e+47,0,0,0,2.45,1,1,0,1,1,1.07861,1,0.104237,0.585408,0.996747,0.280925,0,0,0,2,0,229.3814585,0,-3.555848321,0,0,1572.256392,0,1,0,0,0,0,0,0,0,730,1.337,0,1994,0,0,0,0,0,1,0,"0","0"
4263,6.48058406171736e+47,0,0,6670.48,200114.43,0,28,1,6,0,0.090005,0.735247,0.181946,0,0.076282,0,0,0,0,29,6,1.771,0,62.05802518,1,237.9901239,0,0,0,1,0,1,0,0,0,0,206.185906,1.337,3.1685,0,0,0,0,0,0,0,1,"None","WELL Token"
4019,6.11526323243581e+47,0,0,0,130068.93,1,1,0,1,1,0.019901,2.232886,0.794026,4.2843,2.325139,3.159636,0,0,0,2,2.639543799,0.22555922,0,0.00062,0,71.64209499,0,0,0,1,0,1,0,0,0,0,100,1.337,122.757975,0,0,0,0,0,0,0,1,"0","0"
4318,6.54903348048865e+47,0,0,11934.92,52950.08,0,3,1,2,0,0,14.435677,11.666667,0,0,0,0,0,0,4,41.13814893,0.216697,0,10.99890696,0,0,0,0,0,0,0,0,0,0,0,0,0.806125,13.37,262.880533,0,0,0,0,0,0,0,0,"0","0"
6454,9.83408893737023e+47,0,0,22083,88339.77,0,2,1,2,0,0,7.42469,4.7575,0,0,0,0,0,0,4,0,22.95764904,0,53.12650566,0,0,0,0,0,0,0,0,0,0,0,0,0,1742.107121,0,0,0,0,0,0,0,0,0,"0","0"
1839,2.75745891325335e+47,0,274956.74,0,1703847.85,2,1,0,1,2,0,1.607471,0.603911,0.0033,4.97637,1.497009,0,0,0,3,3.64249492,0.04934623,0,0.001572218,1,2.105453063,0,0,0,1,0,1,0,0,0,0,6.002,0,0,0,1355.79136,0,0,0,0,0,1,"None","VIU"
2964,4.39572076960153e+47,0,101.53,12.38,511631.95,4907,7425,0,489,3,0.00043,1,0.258024,0.644346,2.78,1.071212,0,0,0,10000,4604.929232,4879.792202,0,0.5604534,8,602.8939549,0,0,0,7,0,7,0,0,0,0,0,1.337,1950.998819,0,0,0,0,0,0,0,7,"None","YouDeal Token"
6670,1.01785469507671e+48,0,8.49,38449.69,328322.33,9,9,0,2,1,0.01997,1.807606,0.08823,0,0,0,0,0,0,20,0.9978,4.62690739,0,0.00615,0,0,69071.50495,0,1,0,0,0,0,0,0,0,493.21,0,1696.957584,100,0,0,0,0,0,1,0,"0","0"
